Date,TAM,TAN,TA1,POM,PON,POX,PRM,PRN,PRX,RR,SA,SD,SLAG
01/01/2000,5.7,3.7,7.1,1004.7,1001.1,1006.6,1010.9,1007.2,1012.8,-1.0,0.0,-1.0,-1.0
02/01/2000,6.2,4.2,7.8,1001.1,997.7,1005.0,1007.2,1003.8,1011.2,-1.0,0.0,-1.0,-1.0
03/01/2000,6.2,3.2,8.6,989.0,987.5,991.9,995.0,993.5,998.0,-1.0,0.0,-1.0,0.0
04/01/2000,4.3,2.6,7.1,993.7,992.1,996.1,999.9,998.2,1002.3,-1.0,0.0,-1.0,0.0
05/01/2000,4.8,2.7,5.7,993.0,990.6,994.8,999.1,996.7,1000.9,-1.0,0.0,-1.0,1.0
06/01/2000,6.2,2.5,8.6,984.2,979.9,991.0,990.2,985.9,997.1,-1.0,0.0,-1.0,0.0
07/01/2000,5.8,1.2,7.5,988.8,983.9,993.6,994.9,989.9,999.7,-1.0,0.0,-1.0,1.0
08/01/2000,5.9,4.1,8.3,984.9,981.6,989.5,991.0,987.6,995.6,-1.0,0.0,-1.0,-1.0
09/01/2000,4.8,2.6,6.9,1003.8,997.6,1010.1,1010.0,1003.8,1016.4,-1.0,0.0,-1.0,0.0
10/01/2000,5.3,1.2,6.8,1011.2,1007.0,1015.0,1017.4,1013.2,1021.3,-1.0,0.0,-1.0,0.0
11/01/2000,6.3,3.8,7.3,1010.3,1008.0,1012.0,1016.6,1014.3,1018.2,-1.0,0.0,-1.0,-1.0
12/01/2000,4.4,3.2,6.6,1002.9,1000.6,1004.5,1009.1,1006.8,1010.7,-1.0,0.0,-1.0,-1.0
13/01/2000,1.2,0.3,4.0,1008.6,1006.0,1011.0,1014.9,1012.3,1017.3,-1.0,0.0,-1.0,0.0
14/01/2000,-1.1,-2.7,1.4,1021.4,1018.3,1024.4,1027.8,1024.7,1030.9,-1.0,0.0,-1.0,-1.0
15/01/2000,0.0,-5.1,1.5,1025.4,1024.0,1026.6,1031.8,1030.4,1033.1,-1.0,0.0,-1.0,-1.0
16/01/2000,5.6,1.2,7.5,1018.8,1016.6,1021.7,1025.0,1022.8,1028.0,-1.0,0.0,-1.0,1.0
17/01/2000,6.3,5.8,7.5,1013.7,1013.7,1013.7,1019.9,1019.9,1020.0,-1.0,0.0,-1.0,-1.0
18/01/2000,2.4,1.8,5.9,1018.0,1014.8,1020.6,1024.4,1021.1,1027.0,-1.0,0.0,-1.0,-1.0
19/01/2000,2.8,0.6,5.9,1021.0,1019.6,1022.0,1027.4,1025.9,1028.4,-1.0,0.0,-1.0,1.0
20/01/2000,4.2,2.7,6.3,1010.1,1009.5,1010.6,1016.4,1015.8,1016.9,-1.0,0.0,-1.0,1.0
21/01/2000,-0.2,-1.0,2.9,1013.4,1009.9,1016.6,1019.8,1016.3,1023.0,-1.0,0.0,-1.0,1.0
22/01/2000,0.3,-1.6,2.0,1002.9,997.5,1007.2,1009.2,1003.7,1013.6,-1.0,0.0,-1.0,1.0
23/01/2000,-2.0,-4.6,-0.1,1014.6,1013.9,1015.3,1021.0,1020.3,1021.7,-1.0,0.0,-1.0,-1.0
24/01/2000,0.2,-2.5,1.5,1014.4,1013.2,1015.3,1020.7,1019.5,1021.7,-1.0,0.0,-1.0,1.0
25/01/2000,0.8,-3.0,2.4,1016.7,1016.7,1016.7,1023.1,1023.1,1023.1,-1.0,0.0,-1.0,1.0
26/01/2000,2.8,-0.4,4.6,1013.1,1012.6,1013.7,1019.4,1018.9,1020.0,-1.0,0.0,-1.0,-1.0
27/01/2000,4.3,2.4,6.0,999.4,995.9,1003.9,1005.6,1002.1,1010.1,-1.0,0.0,-1.0,-1.0
28/01/2000,1.5,-0.3,4.5,986.0,979.3,991.5,992.2,985.4,997.7,-1.0,0.0,-1.0,1.0
29/01/2000,4.4,2.4,6.8,948.4,941.7,953.7,954.3,947.5,959.6,-1.0,0.0,-1.0,1.0
30/01/2000,-0.9,-2.5,4.6,987.5,980.0,991.5,993.8,986.1,997.8,-1.0,0.0,-1.0,1.0
31/01/2000,-0.5,-3.0,2.1,992.6,983.1,1000.2,998.8,989.3,1006.5,-1.0,0.0,-1.0,1.0
01/02/2000,1.4,-3.1,6.3,990.7,982.6,999.0,996.8,988.6,1005.3,-1.0,0.0,-1.0,1.0
02/02/2000,2.2,0.3,6.4,987.0,984.9,990.0,993.1,991.0,996.2,-1.0,0.0,-1.0,1.0
03/02/2000,0.7,-2.1,3.5,1011.5,1008.9,1014.0,1017.9,1015.3,1020.3,-1.0,0.0,-1.0,1.0
04/02/2000,6.6,2.9,7.9,998.4,997.5,1000.1,1004.5,1003.6,1006.2,-1.0,0.0,-1.0,1.0
05/02/2000,7.5,7.0,8.3,1002.3,1000.9,1003.2,1008.4,1007.0,1009.3,-1.0,0.0,-1.0,-1.0
06/02/2000,6.3,5.0,7.2,996.0,994.3,997.9,1002.1,1000.4,1004.0,-1.0,0.0,-1.0,-1.0
07/02/2000,5.1,4.0,7.3,978.4,973.3,982.9,984.4,979.3,989.0,-1.0,0.0,-1.0,-1.0
08/02/2000,2.2,0.1,5.2,978.9,977.0,980.0,985.0,983.1,986.1,-1.0,0.0,-1.0,0.0
09/02/2000,2.4,-0.5,5.8,991.4,982.5,997.4,997.6,988.6,1003.6,-1.0,0.0,-1.0,-1.0
10/02/2000,5.5,2.8,7.3,980.6,975.0,985.3,986.6,981.0,991.3,-1.0,0.0,-1.0,-1.0
11/02/2000,5.3,2.3,6.6,997.0,991.9,1000.4,1003.2,998.0,1006.5,-1.0,0.0,-1.0,0.0
12/02/2000,4.3,1.6,7.0,987.3,986.4,988.5,993.4,992.5,994.5,-1.0,0.0,-1.0,0.0
13/02/2000,1.4,-0.6,4.0,991.5,984.0,998.4,997.7,990.1,1004.6,-1.0,0.0,-1.0,1.0
14/02/2000,-1.2,-3.3,1.3,1002.6,997.0,1006.6,1009.0,1003.3,1013.0,-1.0,0.0,-1.0,1.0
15/02/2000,2.6,-0.9,5.8,991.9,991.7,992.1,998.0,997.9,998.2,-1.0,0.0,-1.0,1.0
16/02/2000,1.7,-1.1,4.3,984.6,983.6,985.8,990.8,989.7,992.0,-1.0,0.0,-1.0,1.0
17/02/2000,0.3,-2.4,3.0,996.6,993.6,998.1,1002.8,999.9,1004.3,-1.0,0.0,-1.0,-1.0
18/02/2000,0.1,-2.6,3.9,994.5,993.9,995.2,1000.7,1000.1,1001.4,-1.0,0.0,-1.0,-1.0
19/02/2000,-1.0,-5.4,2.5,1007.0,1003.0,1010.9,1013.3,1009.4,1017.2,-1.0,0.0,-1.0,-1.0
20/02/2000,-2.1,-5.6,2.6,1019.5,1018.0,1020.5,1026.0,1024.5,1026.9,-1.0,0.0,-1.0,-1.0
21/02/2000,0.1,-3.6,2.5,1014.9,1012.4,1017.0,1021.2,1018.7,1023.4,-1.0,0.0,-1.0,-1.0
22/02/2000,1.6,0.4,2.8,1013.7,1012.2,1014.8,1020.0,1018.5,1021.1,-1.0,0.0,-1.0,1.0
23/02/2000,2.7,0.5,3.8,1008.7,1002.3,1013.5,1015.0,1008.5,1019.8,-1.0,0.0,-1.0,-1.0
24/02/2000,3.7,1.7,5.2,995.9,995.1,996.6,1002.1,1001.3,1002.8,-1.0,0.0,-1.0,1.0
25/02/2000,2.6,1.2,4.1,999.5,996.1,1005.1,1005.7,1002.3,1011.4,-1.0,0.0,-1.0,1.0
26/02/2000,5.7,1.9,7.4,1009.6,1008.4,1010.2,1015.8,1014.6,1016.5,-1.0,0.0,-1.0,1.0
27/02/2000,4.6,3.1,6.9,990.8,986.0,997.3,996.9,992.1,1003.5,-1.0,0.0,-1.0,-1.0
28/02/2000,5.0,3.5,6.8,980.4,979.6,981.5,986.5,985.6,987.6,-1.0,0.0,-1.0,-1.0
29/02/2000,4.7,2.8,6.5,979.9,977.0,981.3,986.0,983.0,987.6,-1.0,0.0,-1.0,0.0
01/03/2000,3.3,1.5,4.8,981.7,974.2,989.1,987.8,980.2,995.3,-1.0,0.0,-1.0,-1.0
02/03/2000,-0.6,-2.2,2.3,989.4,977.0,996.9,995.6,983.1,1003.2,-1.0,0.0,-1.0,1.0
03/03/2000,1.2,0.0,2.6,972.8,964.8,981.6,978.8,970.8,987.7,-1.0,0.0,-1.0,1.0
04/03/2000,-1.7,-2.8,1.0,1000.9,995.4,1006.1,1007.2,1001.7,1012.5,-1.0,0.0,-1.0,1.0
05/03/2000,-1.2,-3.4,0.9,1009.1,1003.3,1012.0,1015.4,1009.6,1018.5,-1.0,0.0,-1.0,1.0
06/03/2000,5.3,0.2,7.3,989.4,988.0,991.3,995.5,994.1,997.4,-1.0,0.0,-1.0,1.0
07/03/2000,3.5,1.6,5.3,996.7,993.9,999.7,1002.9,1000.0,1005.9,-1.0,0.0,-1.0,1.0
08/03/2000,2.1,-0.1,6.8,984.2,980.9,989.1,990.3,987.0,995.3,-1.0,0.0,-1.0,1.0
09/03/2000,0.9,-0.3,3.7,1006.2,998.6,1012.4,1012.5,1004.8,1018.7,-1.0,0.0,-1.0,-1.0
10/03/2000,-1.1,-3.2,1.8,1010.1,1001.8,1016.4,1016.4,1008.1,1022.8,-1.0,0.0,-1.0,1.0
11/03/2000,2.4,-0.7,4.3,1002.5,993.9,1010.0,1008.8,1000.1,1016.3,-1.0,0.0,-1.0,1.0
12/03/2000,2.8,0.3,5.2,1010.2,1009.9,1010.8,1016.5,1016.1,1017.1,-1.0,0.0,-1.0,1.0
13/03/2000,5.4,3.9,6.9,1003.6,1002.2,1004.4,1009.8,1008.4,1010.6,-1.0,0.0,-1.0,-1.0
14/03/2000,0.8,-0.7,4.9,995.3,993.2,998.7,1001.5,999.4,1004.9,-1.0,0.0,-1.0,1.0
15/03/2000,-1.0,-3.5,1.3,1009.4,1008.5,1009.9,1015.7,1014.8,1016.2,-1.0,0.0,-1.0,1.0
16/03/2000,0.3,-1.8,1.5,1014.4,1012.9,1016.2,1020.7,1019.2,1022.6,-1.0,0.0,-1.0,1.0
17/03/2000,3.6,1.3,4.9,1017.3,1016.6,1018.1,1023.6,1022.9,1024.4,-1.0,0.0,-1.0,1.0
18/03/2000,4.7,2.0,8.0,1025.1,1023.6,1026.2,1031.5,1030.0,1032.5,-1.0,0.0,-1.0,-1.0
19/03/2000,4.4,1.1,6.2,1021.3,1019.2,1022.5,1027.6,1025.5,1028.8,-1.0,0.0,-1.0,-1.0
20/03/2000,6.1,5.0,7.5,1012.9,1012.4,1013.5,1019.1,1018.6,1019.8,-1.0,0.0,-1.0,-1.0
21/03/2000,3.4,2.4,5.9,1007.6,1007.2,1007.8,1013.8,1013.4,1014.1,-1.0,0.0,-1.0,-1.0
22/03/2000,2.4,-0.3,5.6,1006.3,1006.1,1006.5,1012.5,1012.4,1012.7,-1.0,0.0,-1.0,-1.0
23/03/2000,0.7,-1.9,3.4,1010.4,1008.7,1011.4,1016.8,1015.1,1017.7,-1.0,0.0,-1.0,1.0
24/03/2000,1.3,-4.2,6.1,1009.2,1007.7,1010.1,1015.5,1013.9,1016.6,-1.0,0.0,-1.0,1.0
25/03/2000,1.6,0.3,4.8,1004.0,1003.1,1004.6,1010.3,1009.4,1010.9,-1.0,0.0,-1.0,-1.0
26/03/2000,3.9,1.1,6.8,1004.6,1003.3,1005.5,1010.8,1009.6,1011.7,-1.0,0.0,-1.0,1.0
27/03/2000,4.5,1.9,7.8,1015.9,1012.1,1018.7,1022.2,1018.4,1025.0,-1.0,0.0,-1.0,-1.0
28/03/2000,3.3,-0.9,6.0,1022.0,1021.6,1022.6,1028.3,1027.9,1028.9,-1.0,0.0,-1.0,-1.0
29/03/2000,5.2,2.6,8.7,1019.4,1018.1,1020.3,1025.7,1024.3,1026.7,-1.0,0.0,-1.0,-1.0
30/03/2000,5.1,3.1,7.4,1010.2,1006.4,1013.9,1016.4,1012.6,1020.2,-1.0,0.0,-1.0,-1.0
31/03/2000,5.2,4.0,7.0,996.6,994.6,998.7,1002.7,1000.7,1004.9,-1.0,0.0,-1.0,-1.0
01/04/2000,4.0,1.4,7.1,993.7,993.0,994.3,999.9,999.2,1000.4,-1.0,0.0,-1.0,-1.0
02/04/2000,3.0,1.9,4.7,997.1,996.6,997.6,1003.3,1002.8,1003.8,-1.0,0.0,-1.0,-1.0
03/04/2000,1.7,-1.3,5.5,995.6,994.7,997.1,1001.9,1000.9,1003.4,-1.0,0.0,-1.0,-1.0
04/04/2000,0.8,-0.6,3.3,994.7,993.7,995.9,1000.9,1000.0,1002.1,-1.0,0.0,-1.0,-1.0
05/04/2000,-0.1,-2.2,4.3,1006.1,1002.4,1009.6,1012.4,1008.7,1015.9,-1.0,0.0,-1.0,1.0
06/04/2000,5.2,-2.2,6.9,1014.9,1012.0,1018.0,1021.1,1018.2,1024.2,-1.0,0.0,-1.0,1.0
07/04/2000,6.8,4.5,9.5,1021.6,1019.6,1022.9,1027.9,1025.8,1029.2,-1.0,0.0,-1.0,-1.0
08/04/2000,5.6,3.6,9.3,1014.7,1013.2,1016.7,1021.0,1019.5,1022.9,-1.0,0.0,-1.0,-1.0
09/04/2000,5.0,0.9,9.4,1017.6,1016.0,1018.6,1023.9,1022.2,1025.0,-1.0,0.0,-1.0,-1.0
10/04/2000,4.0,0.1,7.4,1006.9,1002.0,1011.0,1013.2,1008.2,1017.3,-1.0,0.0,-1.0,-1.0
11/04/2000,5.1,3.6,6.9,993.7,993.0,994.1,999.8,999.1,1000.2,-1.0,0.0,-1.0,-1.0
12/04/2000,6.8,1.9,11.8,993.7,992.6,994.4,999.8,998.6,1000.6,-1.0,0.0,-1.0,-1.0
13/04/2000,7.2,1.3,12.4,985.9,984.3,987.7,991.9,990.2,993.8,-1.0,0.0,-1.0,-1.0
14/04/2000,4.6,2.4,10.9,985.6,985.3,985.8,991.6,991.4,991.8,-1.0,0.0,-1.0,-1.0
15/04/2000,4.4,1.7,6.8,990.1,987.2,992.9,996.2,993.3,999.0,-1.0,0.0,-1.0,-1.0
16/04/2000,4.8,-0.6,8.3,993.1,992.3,994.0,999.3,998.4,1000.2,-1.0,0.0,-1.0,-1.0
17/04/2000,6.5,2.1,11.0,991.9,990.1,992.8,997.9,996.1,998.9,-1.0,0.0,-1.0,-1.0
18/04/2000,6.3,4.5,9.2,992.4,989.5,996.2,998.4,995.5,1002.3,-1.0,0.0,-1.0,-1.0
19/04/2000,9.0,5.7,13.7,1003.2,1001.5,1004.5,1009.3,1007.6,1010.6,-1.0,0.0,-1.0,-1.0
20/04/2000,9.7,6.6,12.5,1001.4,1000.4,1002.2,1007.5,1006.5,1008.3,-1.0,0.0,-1.0,-1.0
21/04/2000,8.3,7.0,11.2,999.2,998.6,1000.0,1005.2,1004.6,1006.1,-1.0,0.0,-1.0,-1.0
22/04/2000,9.1,6.2,11.8,1004.2,1003.1,1005.5,1010.3,1009.2,1011.6,-1.0,0.0,-1.0,-1.0
23/04/2000,6.7,6.4,11.2,1001.8,999.7,1003.8,1007.9,1005.8,1009.9,-1.0,0.0,-1.0,-1.0
24/04/2000,7.1,4.8,11.0,1004.8,1004.7,1004.9,1010.9,1010.8,1011.1,-1.0,0.0,-1.0,-1.0
25/04/2000,6.4,3.4,9.9,1007.8,1006.8,1008.3,1014.0,1013.0,1014.5,-1.0,0.0,-1.0,-1.0
26/04/2000,7.6,5.3,10.5,1008.9,1008.7,1009.1,1015.0,1014.9,1015.2,-1.0,0.0,-1.0,-1.0
27/04/2000,9.3,6.9,13.6,1008.2,1005.4,1010.6,1014.3,1011.6,1016.7,-1.0,0.0,-1.0,-1.0
28/04/2000,14.3,6.8,20.4,1009.5,1008.5,1010.4,1015.5,1014.4,1016.6,-1.0,0.0,-1.0,-1.0
29/04/2000,20.7,16.6,24.1,1010.3,1009.9,1010.7,1016.1,1015.8,1016.5,-1.0,0.0,-1.0,-1.0
30/04/2000,14.6,11.8,22.6,1014.1,1012.2,1015.6,1020.1,1018.2,1021.8,-1.0,0.0,-1.0,-1.0
01/05/2000,13.4,8.5,20.0,1016.0,1015.8,1016.3,1022.1,1021.8,1022.5,-1.0,0.0,-1.0,-1.0
02/05/2000,9.4,7.9,17.1,1018.4,1017.4,1019.4,1024.6,1023.6,1025.6,-1.0,0.0,-1.0,-1.0
03/05/2000,8.6,6.4,12.0,1018.5,1017.7,1019.2,1024.8,1023.9,1025.6,-1.0,0.0,-1.0,-1.0
04/05/2000,8.6,3.8,13.4,1018.6,1018.1,1019.0,1024.8,1024.3,1025.1,-1.0,0.0,-1.0,-1.0
05/05/2000,9.5,7.0,12.3,1015.9,1014.5,1016.7,1022.0,1020.6,1022.9,-1.0,0.0,-1.0,-1.0
06/05/2000,9.6,4.0,16.9,1014.4,1012.8,1015.7,1020.5,1019.0,1021.9,-1.0,0.0,-1.0,-1.0
07/05/2000,10.5,6.1,16.3,1018.7,1017.9,1019.1,1024.8,1024.1,1025.2,-1.0,0.0,-1.0,-1.0
08/05/2000,14.8,7.3,21.0,1018.2,1016.9,1019.1,1024.2,1022.8,1025.3,-1.0,0.0,-1.0,-1.0
09/05/2000,13.9,8.1,19.3,1015.4,1014.5,1016.1,1021.5,1020.5,1022.3,-1.0,0.0,-1.0,-1.0
10/05/2000,10.3,9.0,17.0,1016.0,1014.3,1017.5,1022.1,1020.4,1023.7,-1.0,0.0,-1.0,-1.0
11/05/2000,10.1,6.2,14.3,1021.2,1021.0,1021.4,1027.4,1027.3,1027.6,-1.0,0.0,-1.0,-1.0
12/05/2000,10.8,5.9,15.4,1024.6,1023.4,1025.9,1030.8,1029.6,1032.0,-1.0,0.0,-1.0,-1.0
13/05/2000,12.6,6.0,17.7,1020.6,1019.2,1022.2,1026.7,1025.2,1028.4,-1.0,0.0,-1.0,-1.0
14/05/2000,14.3,8.6,19.6,1018.0,1017.4,1018.3,1024.0,1023.4,1024.4,-1.0,0.0,-1.0,-1.0
15/05/2000,13.4,6.6,18.8,1012.1,1010.1,1014.1,1018.2,1016.1,1020.2,-1.0,0.0,-1.0,-1.0
16/05/2000,15.1,11.9,20.2,1004.3,1001.6,1006.0,1010.3,1007.5,1012.0,-1.0,0.0,-1.0,-1.0
17/05/2000,13.3,11.5,18.2,990.1,987.7,992.9,996.1,993.7,998.8,-1.0,0.0,-1.0,-1.0
18/05/2000,9.2,7.2,12.7,992.9,991.4,994.1,998.9,997.5,1000.1,-1.0,0.0,-1.0,-1.0
19/05/2000,8.3,6.2,11.3,993.5,991.5,996.1,999.6,997.6,1002.1,-1.0,0.0,-1.0,0.0
20/05/2000,7.7,5.5,10.7,1002.9,1001.6,1003.9,1009.0,1007.7,1010.0,-1.0,0.0,-1.0,-1.0
21/05/2000,8.6,4.4,12.1,1001.2,1000.0,1002.6,1007.3,1006.1,1008.7,-1.0,0.0,-1.0,-1.0
22/05/2000,8.9,5.8,12.4,1002.2,1001.3,1003.2,1008.3,1007.4,1009.3,-1.0,0.0,-1.0,-1.0
23/05/2000,10.2,6.6,13.3,1003.1,999.3,1005.6,1009.1,1005.3,1011.7,-1.0,0.0,-1.0,-1.0
24/05/2000,9.4,7.7,12.1,997.9,994.4,1000.6,1004.0,1000.4,1006.7,-1.0,0.0,-1.0,-1.0
25/05/2000,10.1,6.2,14.1,999.0,997.1,1000.4,1005.0,1003.1,1006.5,-1.0,0.0,-1.0,-1.0
26/05/2000,10.0,5.7,13.3,1001.1,999.2,1002.8,1007.2,1005.2,1008.9,-1.0,0.0,-1.0,-1.0
27/05/2000,10.4,6.0,13.8,991.5,983.3,999.7,997.4,989.2,1005.8,-1.0,0.0,-1.0,-1.0
28/05/2000,9.0,7.3,13.1,988.5,983.5,993.3,994.5,989.4,999.3,-1.0,0.0,-1.0,-1.0
29/05/2000,9.3,7.2,11.6,992.0,991.0,993.5,998.0,997.0,999.5,-1.0,0.0,-1.0,-1.0
30/05/2000,7.6,6.1,10.7,1001.2,999.4,1002.7,1007.3,1005.5,1008.8,-1.0,0.0,-1.0,-1.0
31/05/2000,8.0,5.8,11.4,1005.1,1003.1,1007.0,1011.2,1009.2,1013.1,-1.0,0.0,-1.0,-1.0
01/06/2000,8.5,6.3,11.7,1004.3,1000.1,1007.6,1010.4,1006.2,1013.8,-1.0,0.0,-1.0,-1.0
02/06/2000,8.1,6.3,11.0,1000.7,994.1,1007.9,1006.8,1000.1,1014.1,-1.0,0.0,-1.0,-1.0
03/06/2000,7.6,5.1,10.0,1014.1,1011.2,1016.5,1020.3,1017.4,1022.7,-1.0,0.0,-1.0,0.0
04/06/2000,8.6,2.4,14.5,1015.7,1015.0,1016.5,1021.9,1021.1,1022.8,-1.0,0.0,-1.0,0.0
05/06/2000,10.7,3.0,15.7,1014.1,1012.7,1014.9,1020.3,1018.8,1021.0,-1.0,0.0,-1.0,-1.0
06/06/2000,11.5,5.0,16.0,1009.6,1008.9,1010.3,1015.6,1014.9,1016.4,-1.0,0.0,-1.0,-1.0
07/06/2000,10.2,8.9,13.7,1008.2,1007.9,1008.5,1014.3,1014.0,1014.6,-1.0,0.0,-1.0,-1.0
08/06/2000,10.5,7.2,13.8,1011.7,1010.6,1012.3,1017.8,1016.7,1018.4,-1.0,0.0,-1.0,-1.0
09/06/2000,14.7,10.1,20.0,1009.3,1006.6,1010.7,1015.3,1012.6,1016.8,-1.0,0.0,-1.0,-1.0
10/06/2000,12.8,11.1,18.5,1003.1,999.5,1005.6,1009.1,1005.4,1011.6,-1.0,0.0,-1.0,-1.0
11/06/2000,11.1,9.4,13.1,1000.2,999.1,1000.9,1006.3,1005.1,1007.0,-1.0,0.0,-1.0,-1.0
12/06/2000,10.6,9.2,13.3,1003.5,1001.4,1004.9,1009.6,1007.5,1011.0,-1.0,0.0,-1.0,-1.0
13/06/2000,11.0,9.9,13.9,997.9,996.7,999.2,1003.9,1002.7,1005.2,-1.0,0.0,-1.0,-1.0
14/06/2000,9.4,8.4,11.4,1007.1,1006.1,1007.9,1013.2,1012.2,1014.0,-1.0,0.0,-1.0,-1.0
15/06/2000,8.3,7.0,11.0,1009.0,1007.1,1011.2,1015.2,1013.3,1017.4,-1.0,0.0,-1.0,-1.0
16/06/2000,8.6,5.6,12.0,1018.3,1016.6,1019.6,1024.5,1022.8,1025.8,-1.0,0.0,-1.0,-1.0
17/06/2000,8.3,3.0,12.9,1019.6,1017.3,1020.7,1025.8,1023.5,1027.0,-1.0,0.0,-1.0,-1.0
18/06/2000,10.4,7.7,11.6,1013.7,1012.5,1014.3,1019.8,1018.6,1020.4,-1.0,0.0,-1.0,-1.0
19/06/2000,12.6,10.7,15.5,1005.2,1004.2,1006.3,1011.2,1010.2,1012.4,-1.0,0.0,-1.0,0.0
20/06/2000,12.9,6.0,21.0,1004.7,1002.0,1006.5,1010.7,1007.9,1012.7,-1.0,0.0,-1.0,-1.0
21/06/2000,14.9,13.5,17.7,999.1,997.7,1000.8,1005.0,1003.6,1006.8,-1.0,0.0,-1.0,-1.0
22/06/2000,12.9,11.6,16.7,998.0,997.7,998.5,1004.0,1003.7,1004.5,-1.0,0.0,-1.0,-1.0
23/06/2000,12.4,10.0,14.4,997.6,996.9,998.2,1003.6,1002.9,1004.2,-1.0,0.0,-1.0,-1.0
24/06/2000,13.7,10.8,17.7,999.7,999.0,1000.4,1005.6,1005.0,1006.4,-1.0,0.0,-1.0,-1.0
25/06/2000,11.7,8.9,14.6,1004.1,1002.9,1005.1,1010.2,1009.0,1011.2,-1.0,0.0,-1.0,-1.0
26/06/2000,10.3,9.3,12.2,1008.2,1007.1,1009.2,1014.3,1013.2,1015.3,-1.0,0.0,-1.0,-1.0
27/06/2000,9.4,7.1,12.7,1009.5,1008.2,1010.7,1015.6,1014.3,1016.9,-1.0,0.0,-1.0,-1.0
28/06/2000,9.4,7.6,13.1,1007.4,1007.4,1007.5,1013.6,1013.5,1013.6,-1.0,0.0,-1.0,-1.0
29/06/2000,13.9,7.4,18.5,1008.9,1008.4,1009.3,1014.9,1014.5,1015.3,-1.0,0.0,-1.0,-1.0
30/06/2000,16.2,11.3,24.6,1001.9,1000.4,1004.0,1007.8,1006.2,1010.0,-1.0,0.0,-1.0,-1.0
01/07/2000,17.6,13.9,25.7,1001.8,1000.5,1004.2,1007.7,1006.4,1010.2,-1.0,0.0,-1.0,-1.0
02/07/2000,13.1,11.1,15.1,1008.6,1007.6,1009.1,1014.6,1013.6,1015.1,-1.0,0.0,-1.0,-1.0
03/07/2000,14.5,12.1,17.3,1005.8,1004.9,1006.8,1011.7,1010.8,1012.8,-1.0,0.0,-1.0,-1.0
04/07/2000,13.7,11.7,16.9,1002.4,1001.2,1003.1,1008.4,1007.1,1009.2,-1.0,0.0,-1.0,-1.0
05/07/2000,12.5,11.4,16.8,1002.5,1001.6,1003.4,1008.6,1007.7,1009.4,-1.0,0.0,-1.0,-1.0
06/07/2000,11.8,9.7,15.6,1005.4,1004.1,1006.9,1011.4,1010.1,1013.0,-1.0,0.0,-1.0,-1.0
07/07/2000,10.0,8.7,11.9,1006.6,1005.7,1007.3,1012.7,1011.8,1013.5,-1.0,0.0,-1.0,-1.0
08/07/2000,10.1,6.7,13.4,1001.5,999.7,1003.1,1007.5,1005.7,1009.2,-1.0,0.0,-1.0,-1.0
09/07/2000,12.0,7.7,16.5,991.8,989.8,993.8,997.7,995.6,999.8,-1.0,0.0,-1.0,-1.0
10/07/2000,14.6,10.6,18.6,988.5,988.3,988.6,994.3,994.1,994.4,-1.0,0.0,-1.0,-1.0
11/07/2000,13.6,12.0,16.6,988.8,986.8,990.8,994.7,992.7,996.7,-1.0,0.0,-1.0,-1.0
12/07/2000,10.5,10.1,14.8,997.5,994.8,999.7,1003.5,1000.8,1005.7,-1.0,0.0,-1.0,-1.0
13/07/2000,11.4,8.7,14.0,996.4,994.6,998.4,1002.4,1000.5,1004.4,-1.0,0.0,-1.0,-1.0
14/07/2000,10.9,6.7,14.7,992.4,991.9,993.5,998.4,997.8,999.4,-1.0,0.0,-1.0,-1.0
15/07/2000,12.1,9.9,15.4,1001.3,999.6,1002.2,1007.3,1005.6,1008.2,-1.0,0.0,-1.0,-1.0
16/07/2000,15.0,10.3,20.0,1003.4,1003.2,1003.6,1009.4,1009.2,1009.5,-1.0,0.0,-1.0,-1.0
17/07/2000,12.4,8.7,16.7,1004.8,1004.5,1005.2,1010.8,1010.5,1011.2,-1.0,0.0,-1.0,-1.0
18/07/2000,10.8,9.9,14.4,1005.3,1005.1,1005.6,1011.4,1011.2,1011.7,-1.0,0.0,-1.0,-1.0
19/07/2000,10.4,9.3,13.1,1006.3,1005.8,1006.9,1012.4,1011.9,1013.0,-1.0,0.0,-1.0,-1.0
20/07/2000,12.0,10.4,15.5,1010.7,1008.8,1012.5,1016.8,1014.9,1018.6,-1.0,0.0,-1.0,-1.0
21/07/2000,12.2,8.8,16.6,1016.6,1015.8,1017.3,1022.7,1022.0,1023.4,-1.0,0.0,-1.0,-1.0
22/07/2000,13.0,9.7,20.4,1016.2,1014.3,1017.5,1022.3,1020.4,1023.7,-1.0,0.0,-1.0,-1.0
23/07/2000,16.9,9.8,23.5,1009.3,1007.0,1011.3,1015.2,1012.8,1017.4,-1.0,0.0,-1.0,-1.0
24/07/2000,16.6,11.6,21.6,1003.9,1002.4,1005.5,1009.8,1008.3,1011.5,-1.0,0.0,-1.0,-1.0
25/07/2000,18.0,13.5,22.3,1002.4,1001.7,1003.1,1008.2,1007.6,1009.0,-1.0,0.0,-1.0,-1.0
26/07/2000,16.3,14.1,20.7,1002.6,1002.3,1003.0,1008.5,1008.2,1008.9,-1.0,0.0,-1.0,-1.0
27/07/2000,14.8,14.1,16.8,1006.1,1005.3,1006.5,1012.1,1011.3,1012.5,-1.0,0.0,-1.0,-1.0
28/07/2000,15.2,13.0,17.4,1005.9,1005.4,1006.5,1011.9,1011.4,1012.5,-1.0,0.0,-1.0,-1.0
